page_size_kb,row_group_size,category,iterations_per_second,mem_bytes_per_second,disk_bytes_per_second,file_size_bytes
0,0,packed2,244.02148104206873,5159793221.025728,1282795059.5611649,5256894
0,0,packed3,175.62863547128913,5187457299.141357,1291587211.1753335,7354081
0,0,packed4,134.92404486554204,5121846270.179047,1276586818.8243132,9461522
0,0,packed5,110.1722707034105,5106775601.897734,1273449106.7576766,11558708
