page_size_kb,row_group_size,category,iterations_per_second,mem_bytes_per_second,disk_bytes_per_second,file_size_bytes
0,0,prompts,60.12961431014059,20306321299.2831,2569726856.7807508,42736460
0,0,images,2.950593854960461,5058488745.660506,2529255408.051271,857202154
0,0,reviews,12.095675980929009,13334212239.169197,1718184543.8178356,142049485
0,0,websites,4.619191482054627,6304817710.163633,788287471.0640335,170654859
0,0,embeddings,6.115500618911031,5223052012.719967,2611517395.735112,427032480
0,0,names,642.0572386909854,7744836306644.098,1293912912.901634,2015261
0,0,dates,17.084781563682295,7238148398.103823,1811572375.384074,106034272
0,0,code,5.785400124382581,7736613490.73968,1179059893.88747,203799196
