page_size_kb,row_group_size,category,iterations_per_second,mem_bytes_per_second,disk_bytes_per_second
0,0,prompts,58.19977410196147,19358444480.056175,2458720286.062444
0,0,images,2.9599234570305843,20369179540.378307,2546667344.2227454
0,0,reviews,12.86784957665925,14150076124.348343,1825191366.9191854
0,0,websites,3.5023322678113677,20363684782.19837,2587483398.0344443
0,0,embeddings,1.9805001993120228,3650574024.6836004,1825277321.754325
0,0,names,173.82587736487613,4636083553.665252,1941126261.8226192
0,0,dates,18.24722198174087,7730628575.184199,1934843562.4283462
0,0,code,1.0921625559955002,906303206.5376734,906797213.5050013
